id x y z
40725 1292.79 850 1750.11
40726 1295.64 850 1739.9
40727 1295.11 850 1740.21
40728 1292.61 850 1740.75
40729 1299.11 850 1745.24
40730 1291.41 850 1749.93
40731 1292.73 850 1739.61
40732 1290.75 850 1738.85
40733 1297.94 850 1747.88
40734 1297.56 850 1747.62
40735 1294.08 850 1749.7
40736 1294.01 850 1750.09
40737 1288.77 850 1745.13
40738 1289.09 850 1744.95
40739 1279.33 850 1742.07
40740 1278.06 850 1741.37
40741 1290.88 850 1748.7
40742 1299.34 850 1749.37
40743 1286.65 850 1740.73
40744 1289.42 850 1745.88
40745 1289.44 850 1746.21
40746 1295.09 850 1739.57
40747 1282.62 850 1747.48
40748 1293.11 850 1740.53
40749 1331.86 850 1741.36
40750 1292.66 850 1749.39
40751 1294.12 850 1749.35
40752 1293.81 850 1749.49
40753 1325.06 850 1751.08
40754 1278.05 850 1745.79
40755 1291.63 850 1748.99
40756 1301.18 850 1749.31
40757 1301.92 850 1748.97
40758 1301.96 850 1748.12
40759 1302.68 850 1748.6
40760 1302.74 850 1747.69
40761 1303.52 850 1748.2
40762 1303.57 850 1747.22
40763 1304.4 850 1747.77
40764 1304.47 850 1746.73
40765 1305.36 850 1747.35
40766 1305.46 850 1746.18
40767 1306.44 850 1746.87
40768 1306.5 850 1745.55
40769 1305.49 850 1745.02
40770 1307.6 850 1746.26
40771 1307.65 850 1744.85
40772 1308.87 850 1745.63
40773 1308.95 850 1744.19
40774 1310.28 850 1745
40775 1303.6 850 1746.23
40776 1307.66 850 1743.38
40777 1308.98 850 1742.71
40778 1307.61 850 1747.48
40779 1293.04 850 1741.07
40780 1259.94 850 1747.37
40781 1297.95 850 1747.43
40782 1297.58 850 1747.21
40783 1297.23 850 1747.39
40784 1297.24 850 1747
40785 1297.58 850 1746.83
40786 1297.26 850 1746.63
40787 1297.58 850 1746.45
40788 1297.27 850 1746.26
40789 1297.58 850 1746.09
40790 1297.28 850 1745.9
40791 1297.58 850 1745.73
40792 1297.27 850 1745.54
40793 1296.9 850 1747.15
40794 1297.58 850 1745.37
40795 1297.27 850 1745.18
40796 1297 850 1746.45
40797 1297.9 850 1745.91
40798 1339.95 850 1741.82
40799 1304.35 850 1748.81
40800 1293.54 850 1740.86
40801 1284.52 850 1743.43
40802 1284.51 850 1742.6
40803 1291.34 850 1738.53
40804 1284.24 850 1747.98
40805 1284.98 850 1748.36
40806 1295.05 850 1740.88
40807 1296.97 850 1745.72
40808 1289.45 850 1745.17
40809 1289.42 850 1744.77
40810 1286.16 850 1747.33
40811 1295.62 850 1739.22
40812 1310.06 850 1746.78
40813 1311.68 850 1746
40814 1280.44 850 1746.83
40815 1297.99 850 1739.05
40816 1296.76 850 1743.45
40817 1292.57 850 1741.27
40818 1297.6 850 1745
40819 1297.27 850 1744.82
40820 1290.79 850 1742.55
40821 1289.41 850 1736.93
40822 1293.62 850 1740.31
40823 1296.9 850 1747.53
40824 1296.61 850 1747.34
40825 1287.41 850 1749.65
40826 1286.83 850 1749.33
40827 1293.85 850 1749.11
40828 1294.17 850 1749
40829 1293.55 850 1749.28
40830 1289.1 850 1744.57
40831 1289.44 850 1744.39
40832 1311.78 850 1744.26
40833 1313.36 850 1745.14
40834 1285.88 850 1738.83
40835 1285.14 850 1739.3
40836 1285.19 850 1740.17
40837 1284.37 850 1739.78
40838 1289.71 850 1746.03
40839 1289.73 850 1746.34
40840 1289.47 850 1746.53
40841 1289.76 850 1746.65
40842 1289.51 850 1746.84
40843 1289.79 850 1746.97
40844 1296.58 850 1747.67
40845 1296.33 850 1747.49
40846 1296.3 850 1747.79
40847 1296.35 850 1747.19
40848 1296.95 850 1744.99
40849 1287.41 850 1736.87
40850 1297.93 850 1745.2
40851 1313.21 850 1747.09
40852 1314.97 850 1746.2
40853 1295.03 850 1750.46
40854 1294.62 850 1750.64
40855 1288.46 850 1740.87
40856 1297.92 850 1746.62
40857 1291.98 850 1751.66
40858 1287.36 850 1748.46
40859 1285.4 850 1745.63
40860 1296.06 850 1747.62
40861 1296.03 850 1747.91
40862 1292.97 850 1741.56
40863 1285.25 850 1742.21
40864 1297.29 850 1738.65
40865 1293.51 850 1749.61
40866 1293.57 850 1748.98
40867 1336.19 850 1751.08
40868 1296.95 850 1744.64
40869 1297.27 850 1744.44
40870 1289.54 850 1747.16
40871 1289.84 850 1747.28
40872 1290.08 850 1747.1
40873 1290.12 850 1747.4
40874 1314.75 850 1748.25
40875 1289.69 850 1745.72
40876 1287.56 850 1744.94
40877 1279.33 850 1740.62
40878 1278.02 850 1739.82
40879 1276.62 850 1740.64
40880 1293.33 850 1749.1
40881 1288 850 1749.88
40882 1316.45 850 1747.53
40883 1315.4 850 1743.95
40884 1289.72 850 1744.93
40885 1280.82 850 1741.36
40886 1280.6 850 1739.96
40887 1281.81 850 1740.42
40888 1281.68 850 1739.28
40889 1302.7 850 1749.42
40890 1284.31 850 1748.84
40891 1285.08 850 1749.2
40892 1284.52 850 1741.75
40893 1283.74 850 1742.18
40894 1296.66 850 1744.82
40895 1287.49 850 1750.29
40896 1307.74 850 1741.87
40897 1306.43 850 1742.6
40898 1306.42 850 1741.24
40899 1305.24 850 1741.93
40900 1305.25 850 1740.6
40901 1304.15 850 1741.28
40902 1304.15 850 1742.48
40903 1303.11 850 1741.88
40904 1303.15 850 1743.01
40905 1303.13 850 1740.74
40906 1302.2 850 1741.34
40907 1302.15 850 1740.23
40908 1301.28 850 1740.81
40909 1287.26 850 1741.07
40910 1286.69 850 1741.45
40911 1295.04 850 1738.88
40912 1294.52 850 1739.25
40913 1290.76 850 1738.17
40914 1290.68 850 1741.11
40915 1289.17 850 1746.76
40916 1284.59 850 1744.2
40917 1283.87 850 1743.82
40918 1294.41 850 1738.54
40919 1309.1 850 1741.14
40920 1290.11 850 1738.48
40921 1289.11 850 1744.18
40922 1289.45 850 1744
40923 1288.76 850 1744.37
40924 1289.95 850 1745.87
40925 1289.99 850 1745.58
40926 1290 850 1746.46
40927 1344.1 850 1751.27
40928 1253.63 850 1740
40929 1301.31 850 1741.82
40930 1300.48 850 1741.37
40931 1300.46 850 1740.45
40932 1297.96 850 1744.77
40933 1296.88 850 1744.23
40934 1297.27 850 1744.04
40935 1298.56 850 1740.96
40936 1298.33 850 1747.66
40937 1296.65 850 1745.12
40938 1287.28 850 1741.72
40939 1290.47 850 1742.33
40940 1290.82 850 1742.2
40941 1289.76 850 1743.02
40942 1301.98 850 1747.24
40943 1298.01 850 1738.22
40944 1298.75 850 1738.67
40945 1298.4 850 1747.14
40946 1291.41 850 1737.82
40947 1291.95 850 1738.23
40948 1296.86 850 1747.86
40949 1290.35 850 1747.25
40950 1290.39 850 1747.52
40951 1290.17 850 1747.69
40952 1290.44 850 1747.8
40953 1290.34 850 1746.98
40954 1290.66 850 1747.63
40955 1290.7 850 1747.9
40956 1293.86 850 1739.04
40957 1295.79 850 1747.76
40958 1295.76 850 1748.04
40959 1296.02 850 1748.19
40960 1295.73 850 1748.32
40961 1295.5 850 1748.15
40962 1295.47 850 1748.43
40963 1295.25 850 1748.26
40964 1295.21 850 1748.54
40965 1294.99 850 1748.33
40966 1294.95 850 1748.64
40967 1300.46 850 1749.62
40968 1301.1 850 1750.1
40969 1283.75 850 1741.28
40970 1294.73 850 1748.48
40971 1294.7 850 1748.75
40972 1298.3 850 1745.01
40973 1292.53 850 1741.74
40974 1292.15 850 1741.49
40975 1292.11 850 1741.92
40976 1291.76 850 1741.69
40977 1345.98 850 1744.87
40978 1286.07 850 1741.12
40979 1289.05 850 1741.47
40980 1295.29 850 1747.95
40981 1284.33 850 1738.7
40982 1300.41 850 1750.44
40983 1301.01 850 1750.98
40984 1294.05 850 1740.66
40985 1293.97 850 1741.21
40986 1284.38 850 1749.67
40987 1295.66 850 1738.51
40988 1286.68 850 1738.53
40989 1285.85 850 1737.94
40990 1276.46 850 1738.96
40991 1275.02 850 1739.87
40992 1304.03 850 1743.58
40993 1303.1 850 1744.02
40994 1302.26 850 1743.52
40995 1302.25 850 1744.44
40996 1285.81 850 1748.72
40997 1295.42 850 1748.77
40998 1295.84 850 1747.49
40999 1293.36 850 1748.81
41000 1293.1 850 1748.92
41001 1275.07 850 1741.65
41002 1273.41 850 1740.78
41003 1273.44 850 1742.8
41004 1271.65 850 1741.82
41005 1271.73 850 1743.94
41006 1269.66 850 1742.86
41007 1273.56 850 1744.89
41008 1271.94 850 1746.02
41009 1283.5 850 1749.24
41010 1294.49 850 1748.59
41011 1295.9 850 1742.4
41012 1288.95 850 1747.45
41013 1310.43 850 1741.91
41014 1310.46 850 1740.29
41015 1301.78 850 1750.67
41016 1289.12 850 1743.79
41017 1289.47 850 1743.62
41018 1289.77 850 1743.82
41019 1298.29 850 1745.43
41020 1294.99 850 1750.91
41021 1294.55 850 1751.11
41022 1294.16 850 1750.81
41023 1294.03 850 1751.27
41024 1293.65 850 1750.85
41025 1295.44 850 1750.74
41026 1292.03 850 1737.59
41027 1292.88 850 1741.98
41028 1293.36 850 1741.84
41029 1303.92 850 1744.62
41030 1289.59 850 1747.48
41031 1293 850 1749.49
41032 1282.92 850 1741.7
41033 1283 850 1742.66
41034 1271.64 850 1739.72
41035 1297.23 850 1737.8
41036 1285.13 850 1750.08
41037 1293.58 850 1748.7
41038 1297.56 850 1744.24
41039 1292.25 850 1739.27
41040 1292.77 850 1739.11
41041 1290.77 850 1737.4
41042 1283.5 850 1739.32
41043 1283.13 850 1738.25
41044 1311.95 850 1741.2
41045 1300.46 850 1742.18
41046 1301.11 850 1742.64
41047 1299.81 850 1741.82
41048 1298.35 850 1744.63
41049 1303.06 850 1739.65
41050 1302.04 850 1739.14
41051 1286.78 850 1742.17
41052 1288.02 850 1745.52
41053 1287.86 850 1741.4
41054 1298.76 850 1747.47
41055 1290.9 850 1747.75
41056 1290.96 850 1748
41057 1290.75 850 1748.16
41058 1291.02 850 1748.25
41059 1291.23 850 1748.06
41060 1291.28 850 1748.33
41061 1290.87 850 1747.46
41062 1293.86 850 1738.33
41063 1297.7 850 1743.85
41064 1284.04 850 1745.45
41065 1293.25 850 1742.26
41066 1294.12 850 1740.12
41067 1281.91 850 1742.4
41068 1288.13 850 1750.67
41069 1288.58 850 1750.13
41070 1280.71 850 1738.56
41071 1281.98 850 1738.1
41072 1287.55 850 1750.92
41073 1313 850 1748.99
41074 1314.52 850 1750.17
41075 1298.71 850 1744.8
41076 1289.7 850 1745.43
41077 1289.99 850 1745.28
41078 1290.19 850 1745.42
41079 1290.57 850 1748.56
41080 1306.47 850 1739.64
41081 1305.11 850 1739.23
41082 1291.71 850 1742.16
41083 1291.4 850 1741.87
41084 1291.42 850 1741.47
41085 1291.11 850 1741.66
41086 1292.05 850 1742.28
41087 1299.21 850 1740.64
41088 1299.31 850 1739.82
41089 1294.44 850 1748.87
41090 1294.66 850 1749.02
41091 1294.24 850 1748.69
41092 1293.97 850 1748.8
41093 1299.82 850 1742.5
41094 1294.75 850 1748.24
41095 1296.43 850 1744.97
41096 1296.92 850 1745.35
41097 1296.68 850 1745.58
41098 1296.7 850 1745.86
41099 1296.47 850 1745.71
41100 1296.47 850 1745.97
41101 1296.44 850 1745.48
41102 1296.67 850 1746.1
41103 1296.47 850 1746.24
41104 1296.7 850 1739.11
41105 1288.98 850 1747.86
41106 1291.47 850 1748.17
41107 1291.53 850 1748.42
41108 1291.72 850 1748.25
41109 1291.78 850 1748.49
41110 1291.33 850 1748.6
41111 1290.5 850 1741.97
41112 1302.08 850 1742.5
41113 1294.83 850 1749.43
41114 1294.49 850 1751.71
41115 1289.76 850 1748.15
41116 1296.32 850 1748.69
41117 1296.06 850 1747.31
41118 1296.12 850 1747.03
41119 1296.35 850 1746.92
41120 1296.12 850 1746.8
41121 1296.33 850 1746.65
41122 1296.58 850 1746.78
41123 1296.99 850 1746.8
41124 1285.19 850 1736.88
41125 1294.03 850 1748.52
41126 1299.15 850 1745.89
41127 1298.67 850 1746.14
41128 1298.6 850 1746.66
41129 1287.5 850 1744.41
41130 1287.99 850 1744.68
41131 1287.98 850 1744.24
41132 1284.04 850 1750.95
41133 1273.83 850 1746.82
41134 1275.28 850 1745.8
41135 1275.57 850 1747.76
41136 1297.11 850 1748.35
41137 1301.73 850 1751.69
41138 1293.67 850 1739.73
41139 1289.97 850 1746.16
41140 1290.2 850 1746.28
41141 1290.23 850 1746.54
41142 1290.07 850 1746.78
41143 1289.82 850 1743.42
41144 1288.52 850 1746.65
41145 1298.8 850 1737.74
41146 1290.64 850 1747.36
41147 1290.23 850 1746.01
41148 1290.2 850 1745.74
41149 1292.72 850 1737.88
41150 1295.55 850 1747.88
41151 1294.37 850 1737.81
41152 1286.9 850 1750.68
41153 1293.38 850 1748.56
41154 1288.83 850 1746.31
41155 1290.23 850 1748
41156 1291.97 850 1749.12
41157 1292.32 850 1749.27
41158 1292.28 850 1748.94
41159 1292.58 850 1749.06
41160 1292.51 850 1748.76
41161 1292.25 850 1748.66
41162 1292.47 850 1748.5
41163 1292.03 850 1748.82
41164 1292.81 850 1748.82
41165 1297.24 850 1743.62
41166 1278.11 850 1738.16
41167 1295.51 850 1749.09
41168 1289.77 850 1744.21
41169 1296.37 850 1748.31
41170 1302.99 850 1744.95
41171 1302.17 850 1745.36
41172 1296.02 850 1748.49
41173 1292.88 850 1749.15
41174 1293 850 1748.66
41175 1276.21 850 1737.12
41176 1294.46 850 1741.01
41177 1294.36 850 1741.53
41178 1293.88 850 1741.76
41179 1294.32 850 1742.04
41180 1294.77 850 1741.85
41181 1292.11 850 1740.95
41182 1292.58 850 1751.7
41183 1292.31 850 1751.18
41184 1291.74 850 1751.13
41185 1292.87 850 1751.23
41186 1292.62 850 1750.78
41187 1293.14 850 1750.75
41188 1291.36 850 1751.6
41189 1291.07 850 1751.06
41190 1290.45 850 1751.02
41191 1290.88 850 1750.53
41192 1290.25 850 1750.5
41193 1289.91 850 1750.92
41194 1289.71 850 1750.41
41195 1291.48 850 1750.7
41196 1289.32 850 1750.84
41197 1295.38 850 1751.23
41198 1295.89 850 1751.02
41199 1295.86 850 1751.56
41200 1296.37 850 1751.31
41201 1296.4 850 1750.76
41202 1296.87 850 1751.05
41203 1296.91 850 1750.53
41204 1297.39 850 1750.81
41205 1297.39 850 1750.3
41206 1297.93 850 1750.55
41207 1297.91 850 1751.17
41208 1298.49 850 1750.89
41209 1298.54 850 1750.16
41210 1299.08 850 1750.57
41211 1298.46 850 1751.6
41212 1290.03 850 1749.94
41213 1289.49 850 1749.92
41214 1280.33 850 1750.35
41215 1279.75 850 1749.06
41216 1281.1 850 1749.29
41217 1278.31 850 1748.85
41218 1279.37 850 1747.78
41219 1278.11 850 1747.33
41220 1290.12 850 1742.12
41221 1290.54 850 1741.57
41222 1280.66 850 1748.09
41223 1305.39 850 1751.66
41224 1306.16 850 1750.5
41225 1307.57 850 1750.57
41226 1304.82 850 1750.43
41227 1306.9 850 1749.44
41228 1308.37 850 1749.44
41229 1309.17 850 1750.6
41230 1309.86 850 1749.34
41231 1304.08 850 1751.5
41232 1303.27 850 1750.8
41233 1305.51 850 1749.35
41234 1291.14 850 1740.85
41235 1295.63 850 1741.15
41236 1296.14 850 1741.47
41237 1295.68 850 1741.78
41238 1268.82 850 1748.75
41239 1267.89 850 1746.52
41240 1265.14 850 1745.8
41241 1267.05 850 1743.7
41242 1263.53 850 1742.74
41243 1265.9 850 1740.93
41244 1288.43 850 1736.89
41245 1288.87 850 1737.71
41246 1287.93 850 1737.7
41247 1288.32 850 1738.44
41248 1289.17 850 1738.55
41249 1285.8 850 1749.71
41250 1289.69 850 1737.72
41251 1275.44 850 1749.55
41252 1295.14 850 1741.44
41253 1293.82 850 1750.49
41254 1296.29 850 1743.61
41255 1296.6 850 1743.9
41256 1285.13 850 1751.04
41257 1295.89 850 1746.9
41258 1305.17 850 1743.12
41259 1306.26 850 1744.05
41260 1287.52 850 1738.44
41261 1281.64 850 1750.47
41262 1289.74 850 1744.59
41263 1290.03 850 1744.79
41264 1289.67 850 1739.09
41265 1294.4 850 1749.21
41266 1288.46 850 1749.48
41267 1288.81 850 1746.86
41268 1286.37 850 1736.87
41269 1290.06 850 1744.05
41270 1301.92 850 1737.92
41271 1296.36 850 1744.71
41272 1296.58 850 1746.52
41273 1301.21 850 1739.77
41274 1300.22 850 1739.51
41275 1298.64 850 1744.25
41276 1290.52 850 1746.24
41277 1282.81 850 1737.03
41278 1287.32 850 1742.37
41279 1286.31 850 1742.66
41280 1286.01 850 1741.94
41281 1290.63 850 1746.64
41282 1300.69 850 1751.81
41283 1299.57 850 1738.2
41284 1309.7 850 1738.6
41285 1290.71 850 1746.83
41286 1290.59 850 1747
41287 1296.29 850 1737.27
41288 1271.59 850 1737.32
41289 1296.03 850 1746.31
41290 1296.18 850 1746.45
41291 1290.9 850 1747.17
41292 1315.68 850 1739.59
41293 1316.93 850 1741.88
41294 1319.55 850 1742.21
41295 1317.95 850 1744.07
41296 1320.62 850 1744.94
41297 1314.97 850 1741.86
41298 1321.54 850 1740.11
41299 1293.06 850 1749.88
41300 1293.15 850 1750.26
41301 1293.41 850 1749.99
41302 1277.3 850 1750.01
41303 1295.62 850 1747.24
41304 1290.44 850 1745.84
41305 1292.05 850 1750.72
41306 1290.35 850 1744.59
41307 1291.29 850 1747.67
41308 1295.5 850 1747.4
41309 1282.85 850 1740.84
41310 1282.36 850 1749.47
41311 1281.93 850 1748.35
41312 1328.11 850 1740.93
41313 1329.53 850 1744.41
41314 1333.35 850 1744.67
41315 1330.8 850 1747.82
41316 1326.68 850 1747.68
41317 1291.46 850 1747.78
41318 1291.79 850 1748.03
41319 1295.22 850 1747.7
41320 1291.12 850 1742.37
41321 1265.94 850 1737.68
41322 1325.99 850 1743.86
41323 1323.37 850 1746.04
41324 1295.07 850 1747.85
41325 1271.24 850 1749.26
41326 1259.57 850 1737.33
41327 1261.3 850 1740.32
41328 1257.68 850 1740.31
41329 1259.59 850 1743.54
41330 1255.57 850 1743.17
41331 1287.83 850 1740.76
41332 1288.41 850 1741.4
41333 1296.62 850 1744.48
41334 1291.97 850 1748.13
41335 1291.97 850 1748.34
41336 1299.2 850 1744.59
41337 1292.37 850 1748.28
41338 1285.61 850 1747.84
41339 1286.3 850 1748.03
41340 1286.76 850 1747.47
41341 1286.52 850 1748.69
41342 1294.55 850 1748.15
41343 1292.96 850 1748.41
41344 1294.15 850 1748.31
41345 1322.64 850 1742.95
41346 1321.11 850 1747.14
41347 1284.77 850 1737.76
41348 1285.32 850 1741.46
41349 1280.57 850 1742.86
41350 1328.52 850 1751.01
41351 1296.08 850 1745.9
41352 1293.57 850 1748.44
41353 1302.77 850 1746.77
41354 1301.95 850 1746.29
41355 1321.71 850 1751.44
41356 1294.68 850 1742.36
41357 1290.21 850 1741.29
41358 1293.46 850 1741.37
41359 1288.74 850 1750.72
41360 1288.79 850 1743.45
41361 1308.94 850 1748.11
41362 1301.28 850 1747.74
41363 1301.25 850 1746.89
41364 1290.39 850 1744.89
41365 1287.83 850 1741.97
41366 1287.52 850 1745.67
41367 1263.25 850 1747.97
41368 1282.42 850 1744.31
41369 1296.23 850 1744.01
41370 1304.62 850 1737.97
41371 1290.04 850 1751.53
41372 1289.14 850 1750.29
41373 1295.59 850 1747.6
41374 1290.4 850 1745.41
41375 1296.95 850 1746.09
41376 1299.73 850 1750
41377 1290.05 850 1744.42
41378 1287.73 850 1747.72
41379 1340.18 850 1751.04
41380 1338.74 850 1747.79
41381 1289.4 850 1745.55
41382 1283.26 850 1744.89
41383 1335.88 850 1741.46
41384 1294.24 850 1742.5
41385 1285.91 850 1744.76
41386 1342.94 850 1747.99
41387 1288.99 850 1749.69
41388 1296.09 850 1745.48
41389 1304.5 850 1745.53
41390 1290.35 850 1743.29
41391 1289.66 850 1747.8
41392 1311.81 850 1739.1
41393 1311.59 850 1747.72
41394 1296.42 850 1738.29
41395 1298.98 850 1746.99
41396 1306.38 850 1748.2
41397 1316.2 850 1751.35
41398 1301.05 850 1738.7
41399 1300.85 850 1745.08
41400 1293.78 850 1751.77
41401 1296.23 850 1746.26
41402 1343.83 850 1741.7
41403 1298.23 850 1746.33
41404 1287.17 850 1747.04
41405 1286.64 850 1746.87
41406 1281 850 1737.14
41407 1288.42 850 1745.32
41408 1288.42 850 1744.92
41409 1291.79 850 1741.26
41410 1301.53 850 1744.8
41411 1297.21 850 1747.77
41412 1297.82 850 1749.92
41413 1298.8 850 1749.54
41414 1296.76 850 1739.87
41415 1303.76 850 1749.86
41416 1296.53 850 1747.98
41417 1290.16 850 1745.05
41418 1294.28 850 1750.36
41419 1269.78 850 1745.08
41420 1290.56 850 1750.08
41421 1291.02 850 1750.08
41422 1301.43 850 1745.55
41423 1306.09 850 1738.18
41424 1307.8 850 1740.4
41425 1279.3 850 1739.16
41426 1298.7 850 1745.66
41427 1293.76 850 1749.85
41428 1289.27 850 1751.5
41429 1297.88 850 1749.36
41430 1292.71 850 1748.62
41431 1295.93 850 1746.68
41432 1290.05 850 1743.16
41433 1295.81 850 1747.27
41434 1304.16 850 1740.08
41435 1301.55 850 1744.03
41436 1291.13 850 1747.83
41437 1289.43 850 1742.87
41438 1289.46 850 1743.25
41439 1293.29 850 1749.39
41440 1297.92 850 1741.24
41441 1298.52 850 1741.75
41442 1294.58 850 1740.47
41443 1256.71 850 1746.61
41444 1298.37 850 1748.13
41445 1296.26 850 1742.01
41446 1293.17 850 1739.96
41447 1297.95 850 1747.01
41448 1288.8 850 1749.1
41449 1288.75 850 1743.94
41450 1296.6 850 1747.06
41451 1299.95 850 1749.09
41452 1308.24 850 1751.81
41453 1290.5 850 1746.81
41454 1290.49 850 1748.07
41455 1317.65 850 1749.25
41456 1289.86 850 1740.02
41457 1286 850 1740.4
41458 1295.08 850 1748.1
41459 1284.65 850 1740.81
41460 1295.07 850 1738.13
41461 1255.93 850 1737.12
41462 1313.23 850 1742.81
41463 1291.57 850 1748.69
41464 1292.45 850 1742.17
41465 1289.63 850 1749.3
41466 1281.6 850 1747.2
41467 1282.93 850 1748.43
41468 1299.05 850 1751.25
41469 1299.71 850 1750.93
41470 1296.16 850 1739.53
41471 1295.15 850 1748.78
41472 1297.84 850 1741.86
41473 1288.7 850 1742.09
41474 1295.69 850 1748.6
41475 1301.87 850 1749.79
41476 1296.94 850 1749.64
41477 1299.19 850 1741.42
41478 1292.98 850 1742.57
41479 1290.4 850 1749.61
41480 1291.02 850 1747.34
41481 1275.44 850 1743.72
41482 1296.42 850 1751.89
41483 1289.27 850 1747.31
41484 1310.09 850 1751.86
41485 1289.07 850 1741.89
41486 1296.15 850 1749.96
41487 1296.48 850 1750.28
41488 1297.84 850 1746.28
41489 1286.9 850 1750.04
41490 1286.27 850 1750.37
41491 1287.03 850 1737.65
41492 1288.76 850 1744.75
41493 1300.77 850 1745.71
41494 1298.29 850 1745.85
41495 1291.74 850 1739.52
41496 1332.28 850 1751.18
41497 1297.6 850 1744.62
41498 1285.95 850 1745.36
41499 1276.76 850 1742.15
41500 1291.34 850 1748.91
41501 1291.61 850 1737.02
41502 1300.61 850 1747.53
41503 1294.97 850 1748.94
41504 1298.61 850 1739.47
41505 1310.36 850 1743.45
41506 1295.39 850 1750.27
41507 1291.75 850 1750.08
41508 1289.16 850 1746.42
41509 1262.06 850 1745.34
41510 1297.93 850 1745.58
41511 1276.77 850 1744.96
41512 1279.3 850 1746.36
41513 1298.63 850 1745.23
41514 1285.29 850 1744.47
41515 1298.01 850 1737.34
41516 1289.43 850 1739.71
41517 1289.03 850 1741.02
41518 1293.66 850 1742.1
41519 1287.85 850 1742.5
41520 1346.72 850 1748.73
41521 1283.8 850 1743.02
41522 1296.17 850 1744.97
41523 1288.38 850 1744.1
41524 1289.27 850 1747.03
41525 1286.51 850 1743.23
41526 1284.76 850 1745.91
41527 1294.3 850 1748.45
41528 1292.48 850 1750.38
41529 1283.5 850 1747.71
41530 1290.32 850 1739.79
41531 1290.26 850 1739.21
41532 1296.26 850 1746.05
41533 1276.9 850 1748.42
41534 1292.21 850 1748.43
41535 1290.34 850 1743.91
41536 1292.01 850 1748.58
41537 1273.48 850 1738.92
41538 1269.85 850 1740.81
41539 1287.77 850 1748.2
41540 1300.91 850 1743.73
41541 1294.52 850 1748.37
41542 1284.78 850 1745.06
41543 1291.37 850 1742.2
41544 1304.85 850 1744.2
41545 1292.57 850 1748.33
41546 1323.05 850 1748.93
41547 1302.83 850 1745.87
41548 1291.84 850 1742.55
41549 1296.27 850 1745.82
41550 1300.56 850 1746.9
41551 1296.26 850 1745.6
41552 1293.97 850 1748.32
41553 1293.8 850 1748.61
41554 1297.23 850 1743.17
41555 1318.58 850 1746.84
41556 1296.79 850 1748.19
41557 1297.81 850 1751.84
41558 1289.9 850 1747.58
41559 1290.07 850 1743.68
41560 1295.93 850 1750.44
41561 1293.2 850 1748.68
41562 1299.08 850 1747.77
41563 1291.08 850 1741.26
41564 1270.32 850 1747.23
41565 1296.51 850 1744.2
41566 1294.09 850 1737.05
41567 1277.91 850 1736.63
41568 1290.81 850 1748.41
41569 1299.02 850 1751.93
41570 1295.44 850 1742.2
41571 1293.25 850 1739.34
41572 1288.02 850 1745.12
41573 1303.4 850 1748.98
41574 1267.94 850 1739.43
41575 1294.73 850 1748.05
41576 1298.23 850 1746.78
41577 1290.21 850 1736.86
41578 1283.75 850 1740.37
41579 1299.1 850 1749.93
41580 1286.93 850 1748.14
41581 1291.14 850 1749.75
41582 1303.85 850 1738.93
41583 1294.59 850 1739.87
41584 1294.92 850 1751.36
41585 1296.25 850 1748.04
41586 1290.71 850 1747.17
41587 1276.78 850 1746.68
41588 1299.46 850 1739.04
41589 1253.18 850 1746.26
41590 1289.3 850 1747.67
41591 1293.39 850 1751.28
41592 1310.89 850 1750.56
41593 1288.34 850 1741.84
41594 1298 850 1744.32
41595 1299.56 850 1737.36
41596 1299.82 850 1740.99
41597 1334.86 850 1747.81
41598 1291.79 850 1738.92
41599 1293.16 850 1738.59
41600 1291.08 850 1748.51
41601 1291.12 850 1742.05
41602 1287.07 850 1751.34
41603 1287.27 850 1747.58
41604 1305.2 850 1748.33
41605 1282.69 850 1739.84
41606 1295.92 850 1747.11
41607 1313.95 850 1751.77
41608 1296.37 850 1745.22
41609 1289.19 850 1743.44
41610 1297.57 850 1743.45
41611 1268.08 850 1741.54
41612 1291.43 850 1747.97
41613 1288.48 850 1739.05
41614 1295.73 850 1737.86
41615 1303.66 850 1745.4
41616 1296.89 850 1750.06
41617 1288.38 850 1744.51
41618 1296.11 850 1744.68
41619 1301.28 850 1746.16
41620 1292.84 850 1750.46
41621 1301.47 850 1743.27
41622 1293.43 850 1750.48
41623 1300.31 850 1751.19
41624 1298.22 850 1742.24
41625 1291.77 850 1750.43
41626 1290.39 850 1746.38
41627 1285.7 850 1742.64
41628 1311.61 850 1742.71
41629 1292.46 850 1736.99
41630 1283.74 850 1750.1
41631 1282.6 850 1738.96
41632 1297.32 850 1751.36
41633 1299.27 850 1742.81
41634 1296.37 850 1746.44
41635 1295.4 850 1747.74
41636 1308.63 850 1746.86
41637 1287.51 850 1742.77
41638 1285.46 850 1745.05
41639 1272.49 850 1747.87
41640 1296.95 850 1743.85
41641 1289.75 850 1745.18
41642 1291.8 850 1748.72
41643 1290.32 850 1746.74
41644 1287.89 850 1751.4
41645 1337.69 850 1744.43
41646 1295.68 850 1748.91
41647 1282.45 850 1743.41
41648 1298.31 850 1749.64
41649 1295.21 850 1741.89
41650 1299.79 850 1743.1
41651 1347.06 850 1741.74
41652 1341.68 850 1744.61
41653 1275.03 850 1738.37
41654 1293.37 850 1748.4
41655 1283.97 850 1744.66
41656 1292.19 850 1742.62
41657 1293.75 850 1748.84
41658 1287.18 850 1739.01
41659 1290.82 850 1741.81
